STN,YYYYMMDD,HH,DD,FH,FF,FX
258,20180307,2,130,30,40,40
258,20180307,3,70,30,20,50
258,20180307,4,110,20,30,30
258,20180307,5,100,30,30,40
258,20180307,6,80,40,40,50
258,20180307,7,100,40,40,50
258,20180307,8,100,50,60,60
258,20180307,9,50,30,30,70
258,20180307,10,80,40,40,60
258,20180307,11,90,50,50,60
258,20180307,12,90,60,50,70
258,20180307,13,90,50,40,70
258,20180307,14,100,50,60,60
258,20180307,15,110,50,40,70
258,20180307,16,200,30,20,40
258,20180307,17,160,30,30,40
258,20180307,18,250,20,30,40
258,20180307,19,90,20,40,40
258,20180307,20,140,30,20,40
258,20180307,21,220,30,50,50
258,20180307,22,240,60,50,70
258,20180307,23,240,60,70,90
258,20180307,24,240,70,60,90
258,20180308,1,220,60,60,70
258,20180308,2,210,70,80,90
258,20180308,3,210,80,80,100
258,20180308,4,210,90,90,100
258,20180308,5,200,80,80,100
258,20180308,6,200,70,60,90
258,20180308,7,170,70,70,80
258,20180308,8,160,70,70,90
258,20180308,9,180,80,90,120
258,20180308,10,180,90,90,110
258,20180308,11,180,90,100,120
258,20180308,12,190,100,100,140
258,20180308,13,200,110,110,140
258,20180308,14,200,100,100,130
258,20180308,15,220,90,100,120
258,20180308,16,220,100,110,180
258,20180308,17,240,140,150,220
258,20180308,18,250,130,120,180
258,20180308,19,250,130,100,170
258,20180308,20,250,140,140,180
258,20180308,21,240,130,140,180
258,20180308,22,250,130,120,160
258,20180308,23,250,100,90,130
258,20180308,24,250,80,70,100
258,20180309,1,240,60,60,70
258,20180309,2,220,70,60,90
258,20180309,3,230,70,70,80
258,20180309,4,230,60,50,80
258,20180309,5,220,60,60,80
258,20180309,6,220,70,70,80
258,20180309,7,210,70,70,80
258,20180309,8,210,70,70,80
258,20180309,9,220,60,60,70
258,20180309,10,220,60,60,70
258,20180309,11,200,60,50,70
258,20180309,12,190,50,40,70
258,20180309,13,210,40,40,50
258,20180309,14,220,30,30,50
258,20180309,15,100,10,10,30
258,20180309,16,110,20,30,30
258,20180309,17,90,30,40,40
258,20180309,18,100,40,40,50
258,20180309,19,100,60,60,70
258,20180309,20,100,60,60,70
258,20180309,21,130,50,50,60
258,20180309,22,110,60,50,70
258,20180309,23,110,60,60,70
258,20180309,24,110,70,70,80
258,20180310,1,100,70,70,70
258,20180310,2,110,60,60,70
258,20180310,3,110,70,60,70
258,20180310,4,110,60,60,70
258,20180310,5,120,50,50,60
258,20180310,6,150,50,60,70
258,20180310,7,170,60,70,70
258,20180310,8,160,70,70,80
258,20180310,9,170,70,70,80
258,20180310,10,180,70,70,90
258,20180310,11,190,80,80,90
258,20180310,12,210,60,60,80
258,20180310,13,210,60,70,80
258,20180310,14,200,70,80,90
258,20180310,15,210,70,60,90
258,20180310,16,200,60,50,70
258,20180310,17,180,50,50,60
258,20180310,18,200,50,50,70
258,20180310,19,190,50,60,60
258,20180310,20,180,60,70,70
258,20180310,21,180,70,80,80
258,20180310,22,190,70,70,80
258,20180310,23,200,70,70,80
258,20180310,24,210,70,70,90
258,20180311,1,180,60,60,80
258,20180311,2,160,60,60,70
258,20180311,3,150,60,50,70
258,20180311,4,150,40,30,60
258,20180311,5,50,10,20,40
258,20180311,6,90,40,40,60
258,20180311,7,80,40,50,50
258,20180311,8,80,50,50,60
258,20180311,9,70,70,80,90
258,20180311,10,100,80,70,90
258,20180311,11,140,70,80,90
258,20180311,12,180,80,80,100
258,20180311,13,210,90,90,110
258,20180311,14,210,90,90,120
258,20180311,15,220,80,70,100
258,20180311,16,220,60,50,80
258,20180311,17,240,40,20,60
258,20180311,18,0,20,0,30
258,20180311,19,30,10,10,10
258,20180311,20,60,20,30,40
258,20180311,21,70,40,50,50
258,20180311,22,90,50,50,60
258,20180311,23,100,50,50,60
258,20180311,24,140,50,50,70
258,20180312,1,160,60,70,70
258,20180312,2,150,60,50,80
258,20180312,3,150,50,50,70
258,20180312,4,160,50,50,60
258,20180312,5,170,50,60,60
258,20180312,6,170,50,50,60
258,20180312,7,160,50,40,60
258,20180312,8,170,40,40,50
258,20180312,9,170,50,50,60
258,20180312,10,170,40,40,50
258,20180312,11,170,30,40,40
258,20180312,12,200,30,30,50
258,20180312,13,220,50,50,60
258,20180312,14,230,40,30,60
258,20180312,15,210,50,40,80
258,20180312,16,200,40,40,60
258,20180312,17,180,60,60,90
258,20180312,18,200,60,70,90
258,20180312,19,190,60,50,80
258,20180312,20,170,50,50,60
258,20180312,21,200,50,30,80
258,20180312,22,200,30,30,40
258,20180312,23,180,40,40,50
258,20180312,24,170,40,40,50
258,20180313,1,170,40,40,50
258,20180313,2,160,30,40,40
258,20180313,3,190,40,40,50
258,20180313,4,220,40,40,50
258,20180313,5,230,50,50,60
258,20180313,6,360,50,80,90
258,20180313,7,360,80,80,100
258,20180313,8,350,70,70,90
258,20180313,9,350,80,80,100
258,20180313,10,330,90,80,110
258,20180313,11,330,80,80,100
258,20180313,12,320,70,60,110
258,20180313,13,330,70,70,90
258,20180313,14,310,50,50,80
258,20180313,15,310,60,60,90
258,20180313,16,280,60,60,80
258,20180313,17,290,60,60,90
258,20180313,18,280,60,50,100
258,20180313,19,270,60,60,70
258,20180313,20,270,60,60,80
258,20180313,21,260,50,40,70
258,20180313,22,250,40,40,50
258,20180313,23,250,50,50,60
258,20180313,24,250,50,50,60
258,20180314,1,250,50,50,60
258,20180314,2,250,40,40,60
258,20180314,3,250,40,30,50
258,20180314,4,250,30,30,40
258,20180314,5,260,30,20,40
258,20180314,6,190,20,10,30
258,20180314,7,200,20,30,40
258,20180314,8,130,20,30,40
258,20180314,9,120,30,40,40
258,20180314,10,130,40,40,50
258,20180314,11,120,40,40,50
258,20180314,12,90,40,40,50
258,20180314,13,90,50,40,60
258,20180314,14,90,70,70,90
258,20180314,15,90,70,70,80
258,20180314,16,90,80,90,100
258,20180314,17,90,80,80,100
258,20180314,18,90,90,90,100
258,20180314,19,90,90,90,110
258,20180314,20,90,100,100,120
258,20180314,21,100,110,110,130
258,20180314,22,110,100,100,130
258,20180314,23,90,110,110,130
258,20180314,24,100,110,110,130
258,20180315,1,90,110,110,130
258,20180315,2,100,100,100,130
258,20180315,3,90,110,110,140
258,20180315,4,90,120,130,150
258,20180315,5,90,130,130,160
258,20180315,6,100,130,130,160
258,20180315,7,90,140,140,170
258,20180315,8,110,140,130,170
258,20180315,9,100,130,130,160
258,20180315,10,100,130,130,160
258,20180315,11,110,130,120,160
258,20180315,12,100,110,110,140
258,20180315,13,100,100,100,130
258,20180315,14,110,100,100,120
258,20180315,15,100,90,80,120
258,20180315,16,90,80,80,100
258,20180315,17,80,100,90,120
258,20180315,18,90,100,110,130
258,20180315,19,80,110,110,130
258,20180315,20,90,120,120,140
258,20180315,21,100,120,110,150
258,20180315,22,110,100,80,130
258,20180315,23,100,80,90,110
258,20180315,24,100,100,90,130
258,20180316,1,90,100,110,130
258,20180316,2,90,120,120,150
258,20180316,3,90,120,120,140
258,20180316,4,90,120,110,140
258,20180316,5,90,120,120,140
258,20180316,6,80,120,120,140
258,20180316,7,90,120,120,150
258,20180316,8,80,130,130,150
258,20180316,9,90,130,130,160
258,20180316,10,80,130,140,170
258,20180316,11,80,130,130,160
258,20180316,12,90,130,130,160
258,20180316,13,80,130,130,170
258,20180316,14,80,130,130,160
258,20180316,15,80,130,130,160
258,20180316,16,80,130,130,160
258,20180316,17,80,120,120,150
258,20180316,18,80,140,150,180
258,20180316,19,80,140,130,200
258,20180316,20,80,140,130,190
258,20180316,21,80,150,150,190
258,20180316,22,80,140,150,180
258,20180316,23,70,150,150,180
258,20180316,24,70,150,150,190
258,20180317,1,70,160,170,220
258,20180317,2,70,160,160,200
258,20180317,3,70,160,160,200
258,20180317,4,70,170,160,220
258,20180317,5,70,170,160,220
258,20180317,6,70,160,160,210
258,20180317,7,70,170,170,210
258,20180317,8,70,170,160,210
258,20180317,9,70,180,180,220
258,20180317,10,70,180,190,220
258,20180317,11,70,170,170,210
258,20180317,12,70,170,170,220
258,20180317,13,70,170,180,210
258,20180317,14,70,180,180,220
258,20180317,15,80,170,190,230
258,20180317,16,80,170,160,220
258,20180317,17,70,180,180,230
258,20180317,18,90,160,170,230
258,20180317,19,70,170,170,220
258,20180317,20,80,170,170,220
258,20180317,21,80,160,160,210
258,20180317,22,70,160,170,210
258,20180317,23,70,160,170,210
258,20180317,24,70,160,160,210
258,20180318,1,70,160,160,200
258,20180318,2,70,170,160,210
258,20180318,3,70,170,170,210
258,20180318,4,70,160,160,210
258,20180318,5,70,160,160,200
258,20180318,6,70,160,160,210
258,20180318,7,70,160,160,210
258,20180318,8,80,160,160,200
258,20180318,9,80,160,160,200
258,20180318,10,80,170,170,210
258,20180318,11,80,160,160,200
258,20180318,12,80,160,160,200
258,20180318,13,80,150,160,190
258,20180318,14,80,160,150,200
258,20180318,15,70,150,150,190
258,20180318,16,80,150,160,190
258,20180318,17,80,140,150,180
258,20180318,18,80,140,140,180
258,20180318,19,80,120,120,160
258,20180318,20,80,120,120,150
258,20180318,21,80,130,140,170
258,20180318,22,70,120,120,160
258,20180318,23,70,120,120,140
258,20180318,24,60,120,120,160
258,20180319,1,60,130,130,150
258,20180319,2,60,130,130,150
258,20180319,3,60,130,130,160
258,20180319,4,60,130,130,160
258,20180319,5,60,140,140,170
258,20180319,6,60,140,130,180
258,20180319,7,60,130,140,170
258,20180319,8,70,130,140,170
258,20180319,9,70,140,140,170
258,20180319,10,60,130,120,160
258,20180319,11,60,120,120,150
258,20180319,12,60,120,120,140
258,20180319,13,70,110,110,130
258,20180319,14,60,100,90,130
258,20180319,15,50,90,80,110
258,20180319,16,30,80,80,100
258,20180319,17,30,100,110,130
258,20180319,18,30,120,120,150
258,20180319,19,50,100,80,140
258,20180319,20,30,80,80,100
258,20180319,21,20,60,50,90
258,20180319,22,350,40,40,60
258,20180319,23,290,30,30,50
258,20180319,24,300,40,40,70
258,20180320,1,320,60,70,80
258,20180320,2,320,70,70,100
258,20180320,3,330,80,100,120
258,20180320,4,350,90,80,130
258,20180320,5,350,90,90,110
258,20180320,6,360,90,90,120
258,20180320,7,10,100,90,110
258,20180320,8,20,90,90,110
258,20180320,9,10,80,80,100
258,20180320,10,20,90,90,110
258,20180320,11,30,90,90,120
258,20180320,12,20,90,80,120
258,20180320,13,20,80,80,120
258,20180320,14,350,70,60,90
258,20180320,15,350,80,90,110
258,20180320,16,340,90,80,110
258,20180320,17,340,80,80,100
258,20180320,18,340,70,60,90
258,20180320,19,340,60,70,80
258,20180320,20,340,70,60,80
258,20180320,21,350,60,50,70
258,20180320,22,330,50,50,60
258,20180320,23,330,60,60,80
258,20180320,24,330,70,70,80
258,20180321,1,330,60,50,70
258,20180321,2,320,50,50,70
258,20180321,3,320,50,50,60
258,20180321,4,300,30,30,60
258,20180321,5,300,30,30,40
258,20180321,6,290,30,30,40
258,20180321,7,290,30,30,50
258,20180321,8,260,30,30,40
258,20180321,9,250,40,40,50
258,20180321,10,230,30,30,50
258,20180321,11,230,40,40,50
258,20180321,12,230,20,30,40
258,20180321,13,240,30,50,60
258,20180321,14,260,50,40,70
258,20180321,15,250,50,60,70
258,20180321,16,250,70,70,80
258,20180321,17,250,70,80,90
258,20180321,18,250,70,70,90
258,20180321,19,230,70,60,90
258,20180321,20,220,70,80,90
258,20180321,21,220,80,70,90
258,20180321,22,220,80,90,100
258,20180321,23,220,90,80,110
258,20180321,24,240,80,70,120
258,20180322,1,240,80,80,100
258,20180322,2,240,90,90,130
258,20180322,3,240,80,80,100
258,20180322,4,240,100,110,120
258,20180322,5,250,100,100,120
258,20180322,6,250,100,90,120
258,20180322,7,290,70,70,100
258,20180322,8,310,70,70,100
258,20180322,9,290,70,80,90
258,20180322,10,300,60,60,80
258,20180322,11,310,70,70,100
258,20180322,12,310,60,60,90
258,20180322,13,320,60,50,90
258,20180322,14,330,50,50,70
258,20180322,15,340,50,50,70
258,20180322,16,330,60,60,70
258,20180322,17,350,40,40,70
258,20180322,18,300,50,50,60
258,20180322,19,260,30,30,50
258,20180322,20,280,30,20,50
258,20180322,21,240,30,40,50
258,20180322,22,210,30,30,50
258,20180322,23,220,50,50,70
258,20180322,24,220,50,50,70
258,20180323,1,200,40,40,60
258,20180323,2,190,50,50,60
258,20180323,3,210,50,60,70
258,20180323,4,210,60,60,70
258,20180323,5,220,70,80,90
258,20180323,6,210,80,70,90
258,20180323,7,200,70,70,80
258,20180323,8,200,70,70,90
258,20180323,9,210,80,80,90
258,20180323,10,200,90,100,120
258,20180323,11,200,90,80,130
258,20180323,12,210,80,60,100
258,20180323,13,200,70,70,90
258,20180323,14,210,70,70,80
258,20180323,15,200,70,70,100
258,20180323,16,200,70,60,80
258,20180323,17,180,60,60,70
258,20180323,18,180,60,70,80
258,20180323,19,180,70,70,80
258,20180323,20,180,70,60,90
258,20180323,21,170,60,50,70
258,20180323,22,170,50,50,60
258,20180323,23,160,50,60,70
258,20180323,24,160,50,50,80
258,20180324,1,150,50,50,70
258,20180324,2,140,50,40,70
258,20180324,3,140,40,40,40
258,20180324,4,130,40,40,40
258,20180324,5,130,40,40,40
258,20180324,6,120,30,30,40
258,20180324,7,130,40,40,50
258,20180324,8,130,30,30,40
258,20180324,9,130,20,20,30
258,20180324,10,140,30,30,40
258,20180324,11,140,20,20,30
258,20180324,12,90,10,20,20
258,20180324,13,50,10,10,20
258,20180324,14,360,20,30,40
258,20180324,15,360,40,50,50
258,20180324,16,340,50,50,50
258,20180324,17,350,50,60,60
258,20180324,18,10,60,60,70
258,20180324,19,10,60,60,70
258,20180324,20,30,50,50,60
258,20180324,21,50,60,70,80
258,20180324,22,60,60,50,70
258,20180324,23,80,50,50,60
258,20180324,24,90,30,30,50
258,20180325,1,90,40,30,40
258,20180325,2,50,20,20,30
258,20180325,3,70,20,20,30
258,20180325,4,350,20,30,40
258,20180325,5,10,30,20,40
258,20180325,6,20,30,40,50
258,20180325,7,20,40,30,40
258,20180325,8,50,30,30,40
258,20180325,9,350,30,30,50
258,20180325,10,350,40,40,50
258,20180325,11,350,40,40,50
258,20180325,12,340,50,50,60
258,20180325,13,330,50,50,70
258,20180325,14,340,60,60,70
258,20180325,15,340,60,60,70
258,20180325,16,340,60,60,70
258,20180325,17,330,60,60,70
258,20180325,18,330,50,50,60
258,20180325,19,340,50,50,60
258,20180325,20,340,60,60,80
258,20180325,21,330,60,50,70
258,20180325,22,320,40,40,60
258,20180325,23,320,30,40,40
258,20180325,24,310,40,30,50
258,20180326,1,290,30,20,40
258,20180326,2,280,30,30,40
258,20180326,3,290,30,30,40
258,20180326,4,290,30,30,30
258,20180326,5,310,30,30,40
258,20180326,6,990,20,10,30
258,20180326,7,320,20,10,30
258,20180326,8,220,10,20,30
258,20180326,9,210,20,20,40
258,20180326,10,200,20,20,40
258,20180326,11,140,20,20,30
258,20180326,12,120,10,10,30
258,20180326,13,120,20,20,30
258,20180326,14,90,30,30,40
258,20180326,15,100,30,30,40
258,20180326,16,110,30,30,30
258,20180326,17,190,20,20,30
258,20180326,18,240,30,30,40
258,20180326,19,280,50,50,80
258,20180326,20,280,50,60,70
258,20180326,21,270,50,50,70
258,20180326,22,260,40,40,60
258,20180326,23,270,40,40,60
258,20180326,24,260,30,30,60
258,20180327,1,220,40,40,50
258,20180327,2,230,50,50,60
258,20180327,3,220,50,40,60
258,20180327,4,200,30,30,50
258,20180327,5,170,30,40,50
258,20180327,6,160,40,40,60
258,20180327,7,140,50,50,70
258,20180327,8,140,60,60,70
258,20180327,9,120,60,50,70
258,20180327,10,140,50,50,70
258,20180327,11,160,50,60,70
258,20180327,12,160,60,60,80
258,20180327,13,160,50,60,90
258,20180327,14,140,80,70,130
258,20180327,15,130,70,70,110
258,20180327,16,180,70,70,100
258,20180327,17,140,60,50,80
258,20180327,18,100,60,60,80
258,20180327,19,110,60,60,70
258,20180327,20,120,50,50,70
258,20180327,21,100,50,50,60
258,20180327,22,100,50,50,60
258,20180327,23,110,40,40,50
258,20180327,24,130,30,30,40
258,20180328,1,150,30,20,30
258,20180328,2,190,30,40,40
258,20180328,3,200,40,40,50
258,20180328,4,230,50,50,70
258,20180328,5,230,60,50,70
258,20180328,6,250,60,50,70
258,20180328,7,230,50,50,60
258,20180328,8,250,50,40,60
258,20180328,9,230,30,40,50
258,20180328,10,220,30,40,50
258,20180328,11,220,40,30,60
258,20180328,12,200,40,30,60
258,20180328,13,320,20,10,40
258,20180328,14,40,10,20,30
258,20180328,15,20,30,40,40
258,20180328,16,10,40,40,40
258,20180328,17,360,50,50,60
258,20180328,18,330,60,70,90
258,20180328,19,320,90,110,130
258,20180328,20,310,100,90,130
258,20180328,21,300,80,80,110
258,20180328,22,280,70,70,100
258,20180328,23,280,70,70,90
258,20180328,24,270,80,80,100
258,20180329,1,250,80,90,100
258,20180329,2,250,80,70,100
258,20180329,3,250,70,60,80
258,20180329,4,250,60,60,70
258,20180329,5,250,60,50,80
258,20180329,6,250,60,50,80
258,20180329,7,220,50,50,60
258,20180329,8,220,50,60,70
258,20180329,9,220,60,60,70
258,20180329,10,220,50,50,70
258,20180329,11,220,50,50,70
258,20180329,12,220,50,50,60
258,20180329,13,240,50,50,70
258,20180329,14,260,60,50,70
258,20180329,15,250,40,30,60
258,20180329,16,260,30,30,40
258,20180329,17,270,20,10,30
258,20180329,18,90,20,30,40
258,20180329,19,80,30,40,40
258,20180329,20,80,50,60,70
258,20180329,21,90,70,70,80
258,20180329,22,110,60,60,80
258,20180329,23,130,60,60,70
258,20180329,24,120,60,60,70
258,20180330,1,100,60,60,80
258,20180330,2,120,70,80,90
258,20180330,3,110,70,70,80
258,20180330,4,110,70,80,90
258,20180330,5,120,80,70,100
258,20180330,6,120,70,80,90
258,20180330,7,120,80,70,90
258,20180330,8,110,70,60,90
258,20180330,9,110,60,50,70
258,20180330,10,90,60,60,70
258,20180330,11,90,60,60,80
258,20180330,12,80,70,70,80
258,20180330,13,80,70,70,80
258,20180330,14,90,70,70,80
258,20180330,15,80,70,80,90
258,20180330,16,90,80,90,100
258,20180330,17,90,90,80,100
258,20180330,18,90,90,80,100
258,20180330,19,90,80,80,90
258,20180330,20,90,90,90,100
258,20180330,21,80,90,90,100
258,20180330,22,190,80,70,110
258,20180330,23,130,30,30,60
258,20180330,24,160,40,40,70
258,20180331,1,150,40,40,60
258,20180331,2,180,50,50,70
258,20180331,3,180,50,50,60
258,20180331,4,170,50,50,60
258,20180331,5,170,50,40,60
258,20180331,6,160,40,40,60
258,20180331,7,170,40,40,50
258,20180331,8,180,40,30,50
258,20180331,9,210,30,30,40
258,20180331,10,160,30,30,30
258,20180331,11,80,20,10,30
258,20180331,12,290,10,20,20
258,20180331,13,360,10,20,20
258,20180331,14,360,20,20,30
258,20180331,15,10,30,30,30
258,20180331,16,30,30,30,40
258,20180331,17,10,30,30,40
258,20180331,18,10,40,40,50
258,20180331,19,20,40,40,50
258,20180331,20,60,50,60,70
258,20180331,21,100,60,50,80
258,20180331,22,210,50,60,70
258,20180331,23,220,40,30,70
258,20180331,24,340,20,10,40
258,20180401,1,70,20,40,40
258,20180401,2,30,50,50,60
258,20180401,3,10,50,40,60
258,20180401,4,10,40,30,60
258,20180401,5,50,50,70,90
258,20180401,6,60,70,60,90
258,20180401,7,70,60,60,70
258,20180401,8,70,60,70,80
258,20180401,9,60,50,40,70
258,20180401,10,40,30,30,50
258,20180401,11,30,30,40,50
258,20180401,12,340,30,30,40
258,20180401,13,320,30,40,50
258,20180401,14,340,50,50,60
258,20180401,15,350,60,60,80
258,20180401,16,350,60,60,80
258,20180401,17,350,60,50,70
258,20180401,18,350,50,50,60
258,20180401,19,10,40,40,50
258,20180401,20,340,40,20,60
258,20180401,21,270,20,10,30
258,20180401,22,270,20,20,30
258,20180401,23,260,20,20,30
258,20180401,24,990,10,10,20
258,20180402,1,160,10,10,10
258,20180402,2,180,20,20,30
258,20180402,3,190,30,30,40
258,20180402,4,150,30,30,40
258,20180402,5,140,30,40,50
258,20180402,6,130,40,50,60
258,20180402,7,120,60,70,70
258,20180402,8,120,70,70,80
258,20180402,9,120,80,80,90
258,20180402,10,120,80,80,90
258,20180402,11,120,70,60,90
258,20180402,12,120,70,70,90
258,20180402,13,130,70,70,80
258,20180402,14,160,60,60,100
258,20180402,15,120,60,70,80
258,20180402,16,130,80,80,100
258,20180402,17,140,70,60,80
258,20180402,18,140,60,50,80
258,20180402,19,150,60,60,80
258,20180402,20,190,90,110,130
258,20180402,21,190,80,70,120
258,20180402,22,190,70,70,90
258,20180402,23,180,70,70,90
258,20180402,24,200,70,80,90
258,20180403,1,200,80,80,100
258,20180403,2,200,80,80,100
258,20180403,3,210,90,90,100
258,20180403,4,200,90,90,110
258,20180403,5,200,80,70,120
258,20180403,6,190,80,80,90
258,20180403,7,180,80,80,100
258,20180403,8,180,80,80,100
258,20180403,9,180,70,70,90
258,20180403,10,200,70,80,100
258,20180403,11,200,80,80,100
258,20180403,12,200,80,90,100
258,20180403,13,220,80,90,100
258,20180403,14,210,80,80,100
258,20180403,15,210,70,60,100
258,20180403,16,200,60,70,90
258,20180403,17,220,60,60,80
258,20180403,18,190,80,80,110
258,20180403,19,260,60,40,90
258,20180403,20,210,40,30,50
258,20180403,21,220,30,30,40
258,20180403,22,220,30,30,60
258,20180403,23,260,70,110,150
258,20180403,24,240,80,60,140
258,20180404,1,190,70,70,80
258,20180404,2,200,70,60,100
258,20180404,3,190,60,60,90
258,20180404,4,180,70,70,80
258,20180404,5,180,70,70,90
258,20180404,6,170,70,50,90
258,20180404,7,160,50,50,70
258,20180404,8,150,50,50,70
258,20180404,9,140,50,50,70
258,20180404,10,180,50,60,70
258,20180404,11,180,60,50,90
258,20180404,12,190,40,40,60
258,20180404,13,200,40,30,50
258,20180404,14,220,30,50,60
258,20180404,15,220,30,20,60
258,20180404,16,180,30,50,70
258,20180404,17,220,80,30,210
258,20180404,18,170,20,30,40
258,20180404,19,130,40,50,50
258,20180404,20,140,40,50,60
258,20180404,21,190,50,60,70
258,20180404,22,180,70,70,80
258,20180404,23,180,70,70,80
258,20180404,24,190,80,80,90
258,20180405,1,190,90,90,110
258,20180405,2,210,100,100,130
258,20180405,3,240,110,110,140
258,20180405,4,250,120,130,160
258,20180405,5,260,130,130,170
258,20180405,6,250,150,170,210
258,20180405,7,250,160,160,190
258,20180405,8,260,150,150,200
258,20180405,9,300,140,140,180
258,20180405,10,310,140,130,190
258,20180405,11,310,140,140,190
258,20180405,12,300,130,130,190
258,20180405,13,330,120,100,180
258,20180405,14,320,110,100,140
258,20180405,15,310,90,90,130
258,20180405,16,320,90,80,120
258,20180405,17,300,70,60,100
258,20180405,18,270,70,80,100
258,20180405,19,280,60,50,90
258,20180405,20,260,50,60,70
258,20180405,21,250,60,50,70
258,20180405,22,240,60,60,70
258,20180405,23,230,50,50,70
258,20180405,24,220,50,50,60
258,20180406,1,200,50,40,60
258,20180406,2,160,40,30,50
258,20180406,3,150,40,40,50
258,20180406,4,150,40,50,60
258,20180406,5,130,50,50,60
258,20180406,6,130,60,70,70
258,20180406,7,130,70,70,80
258,20180406,8,130,70,60,80
258,20180406,9,140,70,70,90
258,20180406,10,130,80,80,110
258,20180406,11,130,90,90,110
258,20180406,12,130,90,90,110
258,20180406,13,120,90,90,110
258,20180406,14,120,90,100,120
258,20180406,15,120,90,80,110
258,20180406,16,120,80,80,110
258,20180406,17,110,90,90,100
258,20180406,18,110,90,80,100
258,20180406,19,110,80,80,90
258,20180406,20,120,80,80,90
258,20180406,21,120,70,70,80
258,20180406,22,130,70,70,80
258,20180406,23,130,70,60,80
258,20180406,24,130,60,50,70
258,20180407,1,130,50,60,60
258,20180407,2,120,50,60,60
258,20180407,3,120,50,50,60
258,20180407,4,120,60,60,70
258,20180407,5,120,70,70,80
258,20180407,6,120,70,70,80
258,20180407,7,130,60,60,80
258,20180407,8,130,60,50,70
258,20180407,9,120,50,50,60
258,20180407,10,140,50,50,70
258,20180407,11,170,50,50,70
258,20180407,12,180,50,50,70
258,20180407,13,180,60,50,80
258,20180407,14,170,60,60,70
258,20180407,15,170,60,60,70
258,20180407,16,230,40,40,70
258,20180407,17,210,30,20,40
258,20180407,18,190,20,20,30
258,20180407,19,140,20,20,40
258,20180407,20,240,20,20,40
258,20180407,21,40,20,20,30
258,20180407,22,90,30,30,40
258,20180407,23,90,30,20,60
258,20180407,24,270,30,30,80
258,20180408,1,340,40,60,60
258,20180408,2,10,50,40,60
258,20180408,3,10,30,30,40
258,20180408,4,10,40,30,40
258,20180408,5,20,40,30,50
258,20180408,6,320,30,40,40
258,20180408,7,350,40,40,60
258,20180408,8,30,30,30,60
258,20180408,9,360,20,20,40
258,20180408,10,40,20,20,30
258,20180408,11,340,20,30,40
258,20180408,12,30,40,60,70
258,20180408,13,350,50,40,70
258,20180408,14,340,50,60,70
258,20180408,15,340,70,70,80
258,20180408,16,350,70,60,80
258,20180408,17,340,60,60,70
258,20180408,18,350,60,60,80
258,20180408,19,360,50,60,70
258,20180408,20,10,50,60,60
258,20180408,21,350,50,40,60
258,20180408,22,340,60,60,70
258,20180408,23,360,60,60,80
258,20180408,24,340,50,60,70
258,20180409,1,330,60,60,70
258,20180409,2,340,60,80,90
258,20180409,3,340,80,80,100
258,20180409,4,350,90,90,110
258,20180409,5,360,90,80,100
258,20180409,6,20,70,70,90
258,20180409,7,20,70,60,80
258,20180409,8,10,70,60,90
258,20180409,9,40,70,80,100
258,20180409,10,30,70,70,90
258,20180409,11,40,50,50,80
258,20180409,12,360,50,60,60
258,20180409,13,20,70,60,80
258,20180409,14,10,60,60,70
258,20180409,15,20,70,70,90
258,20180409,16,20,80,70,100
258,20180409,17,20,70,70,90
258,20180409,18,30,70,90,100
258,20180409,19,30,90,90,110
258,20180409,20,40,90,100,120
258,20180409,21,40,90,90,120
258,20180409,22,50,70,70,100
258,20180409,23,70,70,70,80
258,20180409,24,70,80,70,90
258,20180410,1,80,70,80,100
258,20180410,2,100,70,70,100
258,20180410,3,110,70,70,90
258,20180410,4,130,50,50,70
258,20180410,5,150,60,60,70
258,20180410,6,120,50,50,70
258,20180410,7,120,50,40,50
258,20180410,8,90,40,50,50
258,20180410,9,110,50,40,60
258,20180410,10,90,30,30,50
258,20180410,11,70,40,40,40
258,20180410,12,50,40,50,60
258,20180410,13,20,60,60,70
258,20180410,14,20,60,60,60
258,20180410,15,350,50,40,60
258,20180410,16,350,50,50,60
258,20180410,17,20,60,70,70
258,20180410,18,30,80,80,90
258,20180410,19,20,60,60,80
258,20180410,20,30,80,80,100
258,20180410,21,30,80,70,100
258,20180410,22,30,80,80,90
258,20180410,23,90,80,70,100
258,20180410,24,80,80,80,100
258,20180411,1,80,80,70,110
258,20180411,2,80,80,90,110
258,20180411,3,70,90,90,120
258,20180411,4,80,90,100,130
258,20180411,5,80,90,80,110
258,20180411,6,90,90,80,110
258,20180411,7,90,80,90,100
258,20180411,8,80,80,70,100
258,20180411,9,80,70,60,80
258,20180411,10,70,60,60,80
258,20180411,11,80,50,70,80
258,20180411,12,70,70,70,80
258,20180411,13,60,70,70,90
258,20180411,14,50,70,70,90
258,20180411,15,30,60,60,80
258,20180411,16,40,80,80,90
258,20180411,17,70,80,90,100
258,20180411,18,80,100,100,120
258,20180411,19,70,80,80,110
258,20180411,20,60,90,100,120
258,20180411,21,70,100,110,130
258,20180411,22,70,110,110,140
258,20180411,23,80,110,110,130
258,20180411,24,80,100,100,130
258,20180412,1,70,90,90,110
258,20180412,2,80,110,110,130
258,20180412,3,80,100,100,130
258,20180412,4,60,90,90,120
258,20180412,5,70,100,110,130
258,20180412,6,70,110,100,150
258,20180412,7,70,110,110,140
258,20180412,8,60,110,100,130
258,20180412,9,60,90,100,120
258,20180412,10,70,100,100,130
